Capture Date,Subspecies,Source,Herd,Method,Permanent Id,Ear Tag,Collared?,Serial ,Freq1,Weight (kg),Sex,Age,Class,Temp1,Temp2 ,Temp3,HighTemp,Cnetgun Temp,"Injections (BOSE, IVEMECTIN, Antibiotic)",TISSUE,Blood Red 1,Blood Red 2,Blood Purple,Rump (mm),SWAB,Preg?,Start P,End P,Total P(min),Start H,End H,Total H,AMBIENT,Comments,,Movi Sero,Movi PCR,PI3Sero,EHDSero,EHD2Sero,CESero,BTV
10/26/2020,DESERT,,PE,netgun:QS,PE193,R113,,47344,,63,F,6+,,105,,,,,1,,1,1,1,,,,,,,,,,,"LEFT OLD ET, TUBES MAY BE LABELED P1014",,,,,,,,
10/26/2020,DESERT,,PE,netgun:QS,PE203,R284,,47329,,69,F,7+,,,,,,,1,,1,1,1,,,,,,,,,,,"LEFT OLD ET, TUBES MAY BE LABELED P762",,,,,,,,
10/29/20,desert,,LA,netgun:QS,LA105,P363,,47318,149.720,,F,3,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/20,desert,,LA,netgun:QS,LA106,P770,,47330,149.840,,F,5,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/20,desert,,LA,netgun:QS,LA107,P1023,,47314,149.680,,F,3,,102.9,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/20,desert,,LA,netgun:QS,LA108,P1002,,47319,149.730,,F,2,,103,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/20,desert,,LA,netgun:QS,LA109,P1015,,47320,149.740,,F,4,,102.7,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA110,P762,,47354,150.070,67,F,10+,,101.6,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA111,P1018,,47327,149.810,63,F,4,,103.1,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA112,P1014,,47338,149.910,65,F,5+,,102.2,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA113,P767,,47352,150.050,81,F,6+,,102.6,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA114,P428,,47316,149.700,62,F,2,,102,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA115,P426,,47324,149.780,69,F,6,,101.3,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA116,O49,n,,n/a,,F,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA117,O32,n,,n/a,,M,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/20,desert,,LA,netgun:QS,LA118,O48,n,,n/a,,M,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC035,P1025,,47331,149.850,53,F,?,,103.3,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC036,P699,,47348,150.010,98,M,5,,104.5,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC037,P765,,47328,149.820,83,M,5,,103.8,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC038,P548,,47351,150.040,58,F,4+,,103.4,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC039,P1016,,47337,149.900,62,F,6+,,104.3,103.1,103.6,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC040,P766,,47322,149.760,63,F,4+,,105.6,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC041,P700,,47350,150.030,63,F,3,,103.8,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC042,P1007,,47325,149.790,64,F,3+,,103.2,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC043,P1006,,47349,150.020,62,F,4+,,103.6,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC044,P1024,,47311,149.650,52,F,1,,104.4,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC045,P550,,47321,149.750,64,F,4+,,104,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC046,P1012,,47334,149.880,61,F,6+,,104.2,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC047,P1019,,47310,149.640,67,F,6+,,103,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC048,P1011,,47308,149.620,62,F,4+,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC049,P1017,,47317,149.710,47,F,1,,103.8,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC050,P618,,47347,150.000,62,F,4+,,102,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC051,P547,,47355,150.080,58,F,2,,102.2,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC052,P1020,,47340,149.930,56,F,3,,102.5,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC053,P697,,47346,149.990,60,F,4+,,103.8,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC054,P1004,,47356,150.090,66,F,6+,,104,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC055,P620,,47323,149.770,63,F,4+,,103.6,103.6,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC056,P1005,,47353,150.060,62,F,4+,,103.5,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC057,P763,n,n/a,n/a,60,M,1.5,,103.8,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/29/2020,desert,CA,SAC,netgun:QS,SAC058,P549,n,n/a,n/a,59,M,1.5,,103.5,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE184,R144_right,,,,40,M,lamb,,104.5,104.5,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE185,R130_right,,,,32,F,lamb,,106.3,106.3,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE186,R109_right,,47326,149.800,55,F,1.5/4,,104,104.2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE187,R132,,41876,149.309,70,F,8+,,103.5,103.6,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE188,R133_right,,,,53,F,3,,104.5,104.5,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE189,R107_right,,37519,148.574,61,F,2,,104.5,104.5,104.4,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE190,Y63_right,,,,48,M,1,,106,105.3,104.5,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE191,R131_RIGHT,,,,55,F,1.5,,106.1,108.3,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE192,R134_right,,,,38,F,lamb,,103.8,103.3,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE193,R113_right,,41887,149.419/ 149.970,68,F,4+/6+,,103.3,103.1,103.1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE194,R108_right,,41875,149.300,66,F,4+,,102.7,103.3,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE195,R143_right,,,,52,F,1.5,,102.7,102.9,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE196,R123_right,,37727,149.063,60,F,2.5,,105.6,105.1,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE197,R140_right,,,,51,F,2.5,,102.6,105.3,105.3,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE198,R114_right,,41880,149.349,72,M,2.5,,103.9,103.5,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE199,Y394_right,,VHF,151.864,53,F,1.5,,103.8,103.8,103.8,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE200,Y77_right,,,,64,M,2,,106.5,106.3,106,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE201,R122_right,,41890,149.449,64,F,5+,,101.7,101.5,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE202,R280_right,,,,51,F,1.5,,102.7,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE203,R284_right,,41888,149.43/   149.830,70,F,5+/7+,,104.2,104.2,104.4,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE204,R124_right,,41884,149.389,56,F,7+,,102.6,102.6,102.6,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE205,R112,,,,44,F,1.5,,104.4,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE206,R293,,37731,149.150,73,F,8+,,103.6,103.8,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE207,R105_right,,39573,148.071,62,F,6+,,103.8,104.2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE208,R101_right,,41873,149.280,65,F,3.5,,103.8,104.2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE209,Y9_right,,VHF,151.062,50,F,2.5,,103.8,104.4,104.5,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE210,R110_right,,41893,149.479,87,M,7,,103.2,104,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE211,Y362_right,,,,61,M,2,,103.8,103.6,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE212,Y83_right,,41871,149.260,81,F,7+,,104.5,104.9,105.4,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE213,Y141_right,,,,47,M,lamb(11 mo),,103.6,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE214,Y17_right,,,,63,M,2,,104.4,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE215,Y16_right,,,,65,M,1.5,,103.6,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,PE,netgun:QS,PE216,Y1_right,,VHF,149.373,60,F,2.5,,103.6,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,LH,netgun:QS,LH202,R142,,,149.224,77,M,5,,104.5,104.5,104.5,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/30/2018,desert,RR,LH,netgun:QS,LH203,Y395,,,,84,M,10,,102.7,103.1,102.6,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC001,R120,,41870,149.250,,F,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC002,Y384,,41894,149.490,,F,6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC003,Y4,,41886,149.409,,F,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC004,Y7,,,,,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC005,R111,,41883,149.380,,F,6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC006,Y2,,41882,149.370,,M,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC007,Y21,,,,,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC008,R103,,41869,149.240,,F,4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC009,Y387,,41877,149.320,,F,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC010,Y23,,,,,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC011,Y24,,,,,M,lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC012,Y8,,,,,M,lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC013,Y2,,,,,M,lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC014,Y78,,,,,M,lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC015,Y356,,41879,149.340,,F,6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC016,Y85,,41885,149.399,,M,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC017,Y357,,41897,149.520,,F,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC018,Y358,,41898,149.530,,F,7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC019,R291,,41881,149.359,,F,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC020,Y97,,41896,149.509,,F,8+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC021,Y76,,41895,149.500,,F,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC022,R104,,41874,149.290,,F,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,desert,SA,SAC,netgun:QS,SAC023,Y393,,41878,149.330,,F,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC024,Y70,,41872,149.269,,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC025,R283,,41892,149.469,,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC026,Y359,,41890,149.449,,F,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC027,R121,,39579,149.132,,F,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC028,R294,,41889,149.439,,F,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC029,R290,,,,,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC030,R292,,,,,M,lamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC031,R106,,,,,M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC032,R282,,,,,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC033,Y360,,37542,151.685,,F,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,desert,SA,SAC,netgun:QS,SAC034,R281,,,,,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ49,R279,,,NA,,F,4+,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ50,R275,,,NA,,F,1.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ51,R277,,,NA,,M,LAMB,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ52,R297,,37729,149.123,,F,3.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ53,R296,,,NA,,M,LAMB,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ54,R298,,37736,149.411,,F,6+,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ55,R164,,,NA,,F,1.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ56,R206,,,NA,,F,1.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ57,R180,,,NA,,F,1.5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ58,R192,,37719,148.801,,F,4+,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ59,R299,,,NA,,F,2.50,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ60,R276,,,NA,,M,LAMB,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ61,R184,,33755,150.763,,F,6+,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ62,R267,,,NA,,M,3.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ63,R273,,,NA,,F,2.5,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ64,R236,,33750,150.603,,F,4+ ,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ65,R239,,,NA,,F,LAMB,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ66,R242,,37713,148.482,,F,6+ ,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/6/2017,ROCKY,RR,JZ,DROPNET,JZ67,R264,,,NA,,F,1.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/7/2017,ROCKY,RR,JZ,DROPNET,JZ68,R269,,,NA,,M,1.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/7/2017,ROCKY,RR,JZ,DROPNET,JZ69,R271,,,NA,,F,LAMB,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,
3/7/2017,ROCKY,RR,JZ,DROPNET,JZ70,R185,,,NA,,M,LAMB,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
3/7/2017,ROCKY,RR,JZ,DROPNET,JZ71,R219,,33306,151.624,,F,6+,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,
3/7/2017,ROCKY,RR,JZ,DROPNET,JZ72,R278,,33311,151.676,,F,4+,,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ73,R159,,,NA,,M,2.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ74,R295,,,NA,,F,1.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ75,R287,,,NA,,F,5+,,,,,,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ76,R154,,,NA,,F,7+,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ77,R285,,,NA,,F,6+,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ78,R231,,,NA,,F,2.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ79,R191,,,NA,,F,2.5,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ80,R246,,,NA,,M,LAMB,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
3/8/2017,ROCKY,RR,JZ,DROPNET,JZ81,R289,,,NA,,F,4,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
5/19/2018,Rocky,,RGG,dart,RG26,,,39583,,,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2018,Rocky,,RGG,dart,RG27,,,39575,,,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2018,Rocky,,RGG,dart,RG28,,,39567,,,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2020,Rocky,,RGG,dart,RG29,B32,Y,44508,,,F,5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2020,Rocky,,RGG,dart,RG30,Y48,Y,44485,150.32,,F,3.5,,,,,,,,,1,1,1,,1,,10:22,12:14,,,,,,,,,,,,,,
5/13/2020,Rocky,,RGG,dart,RG31,O47,Y,44505,150.59,,M,4,,,,,,,,,1,1,1,,1,,1005,1040,35,,,,,nasal discharge; TAOS JUNCTION,,,,,,,,
4/15/2020,Rocky,,RGG,dart,RG32,B26,Y,46211,151.48,,M,3,,102.2,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,
4/8/2020,Rocky,,RGG,dart,RG33,O31,N,46165,151.08,,M,5,,101,,,,,,,1,1,1,,1,,,,,7:20,8:30,,,,,,,,,,,
4/22/2020,Rocky,,RGG,dart,RG34,Y50,Y,44480,,,F,4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
